LigandId,DockingScore,Smiles,dG,dGError
6178,-8.687,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c1F,10.788,0.46
6179,-8.226,Nc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)CC2CC2)ncc1F,18.08,0.465
6180,-8.634,Cc1ccc(C(=O)Nc2ccnc(NC(=O)CSC(F)F)c2)c(Cl)c1,9.525,0.469
6181,-8.8,Cc1cc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc(Cl)n1,-5.675,0.475
6182,-9.514,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)Nc2cccnc2)ncc1F,-4.51,0.485
6183,-9.161,CC1CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2F)c(F)cn1,-1.538,0.45
6184,-8.909,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(Nc2cccc(C(N)=O)n2)c1,4.549,0.505
6185,-9.746,CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(N)cc2F)c(F)cn1,-5.742,0.455
6186,-8.54,CC(C)c1cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)nc(N)n1,2.236,0.494
6187,-9.099,COc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)CCO)c1,20.648,0.467
6188,-8.169,COc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)CSC)c1,13.002,0.471
6189,-8.368,COc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)CCO)c1,15.087,0.463
6190,-9.492,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2c(F)cc(F)cc2F)c(F)cn1,6.591,0.5
6191,-8.324,COc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)CSC)c1,13.659,0.468
6192,-8.361,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cc(C=O)cc3Cl)ccn2)cn1,1.117,0.49
6193,-8.966,CCOC(=O)c1ccc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)nc1,-1.561,0.506
6194,-9.721,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cccc(C(N)=O)n2)c1,9.211,0.496
6195,-8.955,Cc1cc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)on1,-7.726,0.465
6196,-9.128,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)NC2CC(O)C2)c1,11.179,0.48
6197,-8.949,Cc1cc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)nc(C(C)C)n1,0.085,0.503
6198,-8.658,Cc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C(C)C)nc(N)n3)c2)c1,2.873,0.498
6199,-9.29,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c(F)c1,-0.881,0.468
6200,-8.522,Cc1nc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)ccc1C#N,8.504,0.484
6201,-8.071,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2ccc(C)cc2)c(F)cn1,14.096,0.491
6202,-8.666,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3C(N)=O)ncc2F)c(F)c1,16.101,0.48
6203,-8.516,COc1ccc(C(=O)Nc2ccnc(NC(=O)CSC)c2)c(Cl)c1,7.31,0.474
6204,-8.254,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)CSC(F)F)c1,8.781,0.466
6205,-9.57,Cc1cc(N)ccc1C(=O)Nc1cc(NC(=O)C2CC2(F)F)ncc1F,-3.218,0.461
6206,-8.671,COc1cncc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,7.606,0.474
6207,-9.145,Cc1ccc(N)cc1C(=O)Nc1cc(NC(=O)C2CC2(F)F)ncc1F,0.191,0.457
6208,-8.335,Cc1c(Cl)cccc1C(=O)Nc1ccnc(Nc2cc(C(C)C)nc(N)n2)c1,2.563,0.504
6209,-8.679,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)no3)c2)c(Cl)c1,-7.172,0.482
6210,-8.229,CNC(=O)c1cccc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)n1,5.069,0.501
6211,-8.919,Cc1cccc(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1F,13.503,0.453
6212,-9.492,O=C1CC(C(=O)Nc2cc(NC(=O)c3cccc(O)c3F)c(F)cn2)C1,6.731,0.459
6213,-8.689,COc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)CC#N)c1,17.275,0.461
6214,-8.715,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cccc(CO)n2)c1,9.159,0.478
6215,-8.487,Nc1ccc(Cl)cc1C(=O)Nc1cc(NC(=O)CC2CC2)ncc1F,17.293,0.463
6216,-8.284,CSCC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,-3.139,0.453
6217,-8.71,O=C(Nc1ccnc(Nc2cncc(CO)n2)c1)c1cc(Cl)ccc1F,7.658,0.474
6218,-8.543,Nc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)NC2CCC2)ncc1F,9.585,0.474
6219,-8.894,Cc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC2C)ncc1F,4.316,0.458
6220,-9.046,Cc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(CO)nc(C)n3)c2)c(Cl)c1,5.9,0.499
6221,-9.276,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1ccc(O)cc1Cl,0.128,0.477
6222,-9.446,O=C(Nc1ccnc(Nc2cn[nH]c2)c1)c1cc(O)ccc1Cl,-1.022,0.447
6223,-9.047,Cc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,2.031,0.455
6224,-8.715,Cc1ccccc1C(=O)Nc1ccnc(Nc2cc(C3CC3)nc(N)n2)c1,-0.675,0.485
6225,-9.097,Nc1ccc(F)c(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1,1.414,0.46
6226,-8.372,Cc1nccc(Nc2cc(NC(=O)c3c(Cl)cc(C(C)O)cc3Cl)ccn2)n1,10.968,0.506
6227,-8.074,Nc1cccc(C(=O)Nc2ccnc(Nc3nncs3)c2)c1Cl,-2.83,0.451
6228,-9.118,Nc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c(F)c1,5.965,0.465
6229,-10.058,O=C(NCc1ccccc1)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-3.159,0.489
6230,-9.188,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1ccccc1F,4.539,0.457
6231,-9.117,COc1ccnc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)c1,2.184,0.466
6232,-8.561,O=C(Nc1ccnc(Nc2ccc(CO)cn2)c1)c1ccc(F)cc1Cl,5.399,0.472
6233,-9.577,O=C(Nc1cc(NC(=O)C(CO)CO)ncc1F)c1c(F)cccc1Cl,0.684,0.464
6234,-8.385,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)nc(CO)n1,14.093,0.485
6235,-8.408,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)Oc2ccccc2)ncc1F,7.818,0.483
6236,-9.547,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c(F)c1,-0.094,0.459
6237,-9.142,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)Oc3ccccc3)ncc2F)c1,-10.491,0.479
6238,-8.931,O=C(Nc1cc(Nc2cccc(=O)[nH]2)ncc1F)c1c(Cl)cccc1Cl,-1.974,0.471
6239,-8.021,O=C(Nc1ccnc(Nc2nncs2)c1)c1ccc(F)cc1Cl,-0.661,0.446
6240,-9.363,COc1ccnc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)c1,0.821,0.471
6241,-8.546,Cc1cccc(Cl)c1C(=O)Nc1cc(Nc2ncccc2F)ncc1F,9.686,0.461
6242,-8.729,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,5.156,0.442
6243,-8.76,COCC(=O)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,5.057,0.447
6244,-9.698,O=C(NCc1ccccc1)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,-6.449,0.488
6245,-8.11,Cc1ccc(C(=O)Nc2ccnc(Nc3cncc(N(C)C)n3)c2)c(Cl)c1,12.117,0.499
6246,-10.06,N#CCC(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-6.063,0.44
6247,-9.197,N#Cc1ccc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc1,1.949,0.471
6248,-8.949,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)ncn1,-1.447,0.465
6249,-8.297,Cc1cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)ncn1,9.432,0.462
6250,-8.298,Cc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c(C)c1,16.129,0.477
6251,-8.181,N#Cc1ccc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)nc1,9.403,0.469
6252,-8.833,Nc1cccc(C(=O)Nc2ccnc(Nc3cn[nH]c3)c2)c1Cl,7.034,0.448
6253,-8.061,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cn[nH]c2)c1,15.432,0.451
6254,-9.253,CC(C)c1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc(N)n1,-7.689,0.496
6255,-8.775,O=C(CC1CC1)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)c(F)cn1,2.044,0.462
6256,-8.946,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)Nc2ccccn2)ncc1F,2.275,0.488
6257,-8.651,Cn1ccc(Nc2cc(NC(=O)c3c(F)ccc(F)c3Cl)ccn2)n1,-2.794,0.456
6258,-8.341,Cc1cc(C)nc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)n1,10.076,0.476
6259,-8.837,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1cccc(F)c1,9.727,0.453
6260,-8.062,Nc1cccc(F)c1C(=O)Nc1ccnc(NCC2CC2)c1,29.645,0.431
6261,-8.729,O=C(Nc1cc(Nc2ccncn2)ncc1F)c1c(Cl)cccc1Br,-0.594,0.462
6262,-8.06,CN(C)c1nccc(Nc2cc(NC(=O)c3cc(Cl)ccc3N)ccn2)n1,11.181,0.49
6263,-8.838,O=C(Nc1ccnc(Nc2cn[nH]c2)c1)c1ccc(F)cc1Cl,0.131,0.443
6264,-8.064,COc1ccnc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)c1,6.514,0.468
6265,-8.524,COc1cccc(Cl)c1C(=O)Nc1cc(Nc2ccccn2)ncc1F,3.227,0.469
6266,-8.113,COc1ccc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)nc1,12.037,0.478
6267,-8.346,CCc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)nc(N)n1,5.832,0.483
6268,-8.769,Cc1ccc(C(=O)Nc2ccnc(Nc3ccc(N(C)C)cn3)c2)c(Cl)c1,9.591,0.496
6269,-9.349,Nc1ccc(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c(F)c1,-4.343,0.451
6270,-9.086,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc(C)n1,-3.542,0.481
6271,-8.067,Nc1cccc(C(=O)Nc2ccnc(NCC3CC3)c2)c1F,15.471,0.434
6272,-8.484,COc1ccc(C(=O)Nc2ccnc(Nc3ccnc(OC)n3)c2)c(Cl)c1,1.617,0.491
6273,-8.052,COc1cccc(Nc2cc(NC(=O)c3c(F)ccc(F)c3Cl)ccn2)n1,2.706,0.475
6274,-8.259,CN(C)c1nccc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,8.539,0.494
6275,-8.758,O=C(CF)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,6.306,0.45
6276,-8.541,Cc1nc(Cl)cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,7.719,0.476
6277,-8.55,Nc1cccc(C(=O)Nc2ccnc(Nc3cccc(C(F)(F)F)n3)c2)c1Cl,9.874,0.477
6278,-8.471,O=C(Nc1cc(NC(=O)c2ccc(F)cc2)ccn1)NC1CC(O)C1,9.598,0.466
6279,-9.505,CSCC(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-8.095,0.456
6280,-9.474,CC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1,10.817,0.468
6281,-9.164,O=C(Nc1cc(NC(=O)C(CO)CO)ncc1F)c1ccccc1Cl,-0.278,0.467
6282,-8.477,Cc1ccnc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,7.751,0.464
6283,-8.472,N#Cc1ccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1,-0.992,0.466
6284,-8.55,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)Oc2ccccc2)c1,-2.03,0.48
6285,-8.608,O=C(Nc1cc(NCC2CC2)ncc1F)c1ccc(F)cc1Cl,6.057,0.444
6286,-9.503,O=C(CCO)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)ccn1,3.187,0.449
6287,-8.864,Cc1ccc(C(=O)Nc2ccnc(Nc3ccnc(CO)n3)c2)c(Cl)c1,8.336,0.486
6288,-8.124,Nc1nc(Nc2cc(NC(=O)c3ccc(F)cc3)ccn2)cc(C2CC2)n1,10.813,0.48
6289,-8.866,CNC(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)c(F)cn1,8.605,0.448
6290,-8.999,CCC(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)c(F)cn1,14.616,0.449
6291,-9.405,O=C(Nc1cc(Nc2ccccn2)ncc1F)c1cc(O)ccc1Cl,-8.58,0.461
6292,-8.046,Cc1cnc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)nc1,6.533,0.463
6293,-9.405,Nc1ccc(C(=O)Nc2ccnc(Nc3ccc(CO)cn3)c2)c(Cl)c1,5.89,0.478
6294,-9.4,COCC(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-2.601,0.452
6295,-8.898,Nc1nc(Nc2cc(NC(=O)c3c(F)cc(F)cc3F)ccn2)cc(C2CC2)n1,-5.364,0.485
6296,-8.096,CN(C)c1ccc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)nc1,12.062,0.489
6297,-8.392,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc(Cl)n1,-0.697,0.472
6298,-8.122,COc1ccc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)nc1,20.143,0.487
6299,-8.997,Cc1ccc(C(=O)Nc2ccnc(Nc3ccnc(N(C)C)n3)c2)c(Cl)c1,4.293,0.499
6300,-8.633,Cc1cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)nc(Cl)n1,1.431,0.477
6301,-8.257,Cc1ccc(C(=O)Nc2ccnc(Nc3nccc(C)n3)c2)c(Cl)c1,21.06,0.471
6302,-8.043,COc1ccc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)nc1,4.448,0.474
6303,-8.754,Cc1ccnc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,15.376,0.468
6304,-8.132,COc1nccc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)n1,10.086,0.486
6305,-8.305,Cc1cc(C)nc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)n1,11.677,0.471
6306,-8.192,Cc1ccnc(Nc2cc(NC(=O)c3cc(Cl)ccc3N)ccn2)n1,22.888,0.474
6307,-8.377,COc1cncc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)n1,1.474,0.482
6308,-8.192,COc1ccnc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)c1,10.318,0.47
6309,-8.131,COc1nccc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,4.089,0.472
6310,-8.754,COc1ccc(Cl)c(C(=O)Nc2cc(Nc3ccncc3)ncc2F)c1,-12.194,0.469
6311,-8.683,Cc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(C=O)cc3Cl)c(F)cn2)c1,13.152,0.485
6312,-9.205,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)Cc2ccccc2)ncc1F,7.448,0.483
6313,-9.092,Nc1ccc(F)c(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1,2.038,0.454
6314,-8.401,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)ncn1,4.212,0.46
6315,-8.267,COc1ccc(C(=O)Nc2ccnc(Nc3cccnn3)c2)c(Cl)c1,3.3,0.472
6316,-9.465,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C(F)F)ncc1F,1.104,0.447
6317,-8.602,Nc1ccc(C(=O)Nc2ccnc(Nc3nncs3)c2)c(Cl)c1,-6.555,0.449
6318,-9.179,Nc1ccc(F)c(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c1,-4.347,0.46
6319,-8.088,COc1ccnc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)c1,13.62,0.481
6320,-9.78,O=C(Nc1cc(Nc2cccc(CO)n2)ncc1F)c1c(Cl)cccc1Cl,-6.028,0.48
6321,-8.622,COc1ccnc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)c1,6.707,0.476
6322,-8.029,Cc1cnc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)nc1,19.77,0.462
6323,-8.399,CNc1nc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)cc(C(C)C)n1,7.925,0.512
6324,-8.605,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(Nc3ncccn3)ncc2F)c(Cl)c1,18.948,0.504
6325,-8.198,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cn[nH]c2)c1,8.737,0.451
6326,-8.777,Cc1nc(Cl)cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,-0.947,0.476
6327,-9.649,O=C(Nc1cc(NC(=O)c2cc(O)ccc2Cl)c(F)cn1)Oc1ccccc1,-9.424,0.476
6328,-8.18,CCn1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)cn1,12.919,0.466
6329,-8.8,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1ccc(Cl)cc1,12.189,0.47
6330,-8.778,CN(C)c1nccc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,-4.564,0.492
6331,-8.569,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,15.386,0.455
6332,-8.799,CSCC(=O)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,2.983,0.451
6333,-8.423,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C)ncn3)c2)c(Cl)c1,9.615,0.47
6334,-8.813,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc(Cl)n1,-5.935,0.479
6335,-8.433,COc1cccc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,10.751,0.479
6336,-8.445,Cc1ccnc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,22.249,0.47
6337,-9.309,Nc1ccc(C(=O)Nc2ccnc(Nc3cn[nH]c3)c2)c(Cl)c1,-1.329,0.455
6338,-9.288,N#CCC(=O)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,1.433,0.439
6339,-9.054,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CF)ncc1F,6.585,0.445
6340,-8.421,COc1ccnc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)c1,11.903,0.477
6341,-8.282,CN(C)c1nccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,-1.548,0.495
6342,-8.803,COc1nccc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,1.925,0.476
6343,-8.808,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C(C)C)ncc1F,11.25,0.458
6344,-8.008,Cc1cc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)ncn1,5.917,0.464
6345,-9.026,O=C(Nc1ccnc(Nc2ccnc(CO)n2)c1)c1ccc(F)cc1Cl,-0.886,0.475
6346,-8.568,Cc1cccc(C)c1C(=O)Nc1cc(NC(=O)C2(C)CC2)ncc1F,22.221,0.466
6347,-8.801,Nc1cccc(C(=O)Nc2ccnc(Nc3ccc(CO)cn3)c2)c1Cl,10.479,0.478
6348,-8.01,Cc1ccc(C(=O)Nc2ccnc(Nc3ncco3)c2)c(Cl)c1,6.176,0.454
6349,-8.79,Nc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c1,0.812,0.463
6350,-8.177,COc1nccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,1.401,0.476
6351,-8.158,COc1ccnc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)c1,17.301,0.472
6352,-9.301,O=C(Nc1cc(NC(=O)c2c(F)cc(F)cc2F)ccn1)NC1CC(O)C1,-2.941,0.474
6353,-8.341,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)Oc2ccccc2)c1,10.622,0.472
6354,-8.287,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C(C)C)c1,14.17,0.457
6355,-8.056,COc1ccc(C(=O)Nc2ccnc(NC(=O)Cc3ccccc3)c2)cc1,9.232,0.49
6356,-8.659,Cc1nccc(Nc2cc(NC(=O)c3c(F)ccc(F)c3Cl)ccn2)n1,-1.694,0.466
6357,-8.349,Cc1cc(Nc2cc(NC(=O)c3c(F)cccc3F)ccn2)nc(Cl)n1,-6.336,0.465
6358,-8.942,O=C(Nc1cc(NC(=O)c2ccc(F)cc2Cl)c(F)cn1)Oc1ccccc1,-3.869,0.479
6359,-8.426,Cc1cc(Nc2cc(NC(=O)c3c(C)cccc3C)ccn2)nc(Cl)n1,5.055,0.476
6360,-8.664,NC(=O)c1cccc(Nc2cc(NC(=O)c3c(Cl)cc(Cl)cc3Cl)c(F)cn2)n1,1.242,0.502
6361,-8.801,O=C(CF)Nc1cc(NC(=O)c2cccc(Cl)c2F)c(F)cn1,6.096,0.44
6362,-9.314,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2ccc(F)cc2Cl)c(F)cn1,-5.419,0.479
6363,-8.484,CCC(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(F)cn1,10.824,0.448
6364,-8.361,COc1ccccc1C(=O)Nc1ccnc(Nc2cc(C)ccn2)c1,10.778,0.471
6365,-9.535,Nc1ccc(C(=O)Nc2cc(Nc3ccccn3)ncc2F)c(Cl)c1,-5.866,0.46
6366,-8.364,Cc1c(F)cccc1C(=O)Nc1ccnc(Nc2ccc(C(N)=O)cn2)c1,7.101,0.476
6367,-8.45,Nc1cc(Cl)ccc1C(=O)Nc1cc(Nc2ccccn2)ncc1F,23.459,0.461
6368,-8.698,COC(=O)Nc1cc(NC(=O)c2c(Cl)cc(Cl)cc2Cl)c(F)cn1,4.972,0.456
6369,-8.298,Nc1cccc(Cl)c1C(=O)Nc1cc(Nc2ncc(F)cc2F)ncc1F,7.468,0.459
6370,-8.736,O=C(Nc1cc(NC(=O)C(F)F)ncc1F)c1cccc(Cl)c1,9.071,0.435
6371,-8.461,O=C(Nc1cc(NC(=O)c2cccc(O)c2F)ccn1)Oc1ccccc1,1.043,0.473
6372,-10.597,NC(=O)c1cccc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)n1,-10.487,0.477
6373,-8.522,O=C(CF)Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1,6.22,0.441
6374,-8.444,CC(C)C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1,12.452,0.447
6375,-8.156,Cc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,11.042,0.478
6376,-8.506,O=C(Nc1cc(Nc2ccncn2)ncc1F)c1cccc(Cl)c1F,1.17,0.449
6377,-8.467,Nc1ccc(Cl)cc1C(=O)Nc1cc(Nc2ccccn2)ncc1F,15.563,0.456
6378,-8.846,CC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)c(F)cn1,8.955,0.464
6379,-8.558,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C(F)F)c1,11.921,0.451
6380,-8.308,Cc1nc(Cl)cc(Nc2cc(NC(=O)c3c(C)cccc3C)ccn2)n1,6.33,0.476
6381,-8.76,Cc1cccc(Cl)c1C(=O)Nc1cc(Nc2cnccn2)ncc1F,6.196,0.458
6382,-9.517,Nc1cccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,1.489,0.47
6383,-8.456,COc1ccccc1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,13.019,0.485
6384,-9.063,CC(C)NC(=O)Nc1cc(NC(=O)c2c(Cl)cc(Cl)cc2Cl)c(F)cn1,2.314,0.48
6385,-8.867,Nc1cccc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)c(F)cn2)n1,6.291,0.471
6386,-9.599,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cc(N)cc2Cl)c(F)cn1,-1.342,0.453
6387,-8.543,CCC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2Cl)c(F)cn1,6.86,0.452
6388,-8.535,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(Nc3cnccn3)ncc2F)c(Cl)c1,9.996,0.509
6389,-8.801,Cc1cc(Cl)c(C(=O)Nc2cc(Nc3ncccn3)ncc2F)c(Cl)c1,18.508,0.471
6390,-8.476,Nc1cccc(C(=O)Nc2ccnc(NC(=O)Oc3ccccc3)c2)c1F,1.749,0.472
6391,-9.451,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cc(N)cc2Cl)c(F)cn1,3.58,0.464
6392,-8.778,Cc1ccc(Cl)cc1C(=O)Nc1cc(Nc2ccncc2)ncc1F,-4.685,0.461
6393,-9.251,Nc1cc(Cl)c(C(=O)Nc2cc(Nc3ccncn3)ncc2F)c(Cl)c1,-4.822,0.469
6394,-8.64,O=C(Nc1cc(Nc2ccncn2)ncc1F)c1ccc(Cl)cc1Cl,-3.602,0.458
6395,-8.321,Cc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C(F)F)c1,12.888,0.443
6396,-9.067,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(Cl)cc2Cl)c(F)cn1,-2.394,0.465
6397,-9.279,CC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C)cc2Cl)c(F)cn1,9.221,0.454
6398,-8.403,O=C(Cc1ccccc1)Nc1cc(NC(=O)c2ccc(Cl)cc2)c(F)cn1,18.203,0.479
6399,-8.774,CC(C)C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(F)cn1,2.527,0.456
6400,-8.453,CCC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1,7.167,0.438
6401,-8.584,O=C(CF)Nc1cc(NC(=O)c2cccc(Cl)c2Cl)c(F)cn1,5.819,0.448
